user_id,item_id,rating,time_period
267,46,1.0,0
268,280,5.0,0
268,24,5.0,0
268,1,5.0,0
269,281,5.0,0
270,1,5.0,0
268,1,5.0,0
268,1,5.0,0
268,98,5.0,0
268,279,2.0,0
271,282,5.0,0
271,282,5.0,0
271,283,5.0,0
271,283,5.0,0
271,1,5.0,0
271,1,5.0,0
271,165,5.0,0
271,165,5.0,0
271,284,5.0,0
271,284,5.0,0
271,1,5.0,0
271,1,5.0,0
271,285,5.0,0
271,285,5.0,0
268,112,5.0,0
272,286,4.0,0
273,24,5.0,0
274,144,5.0,0
274,144,5.0,0
275,287,3.0,0
276,288,5.0,0
277,181,3.0,0
278,1,5.0,0
277,138,5.0,0
68,289,5.0,0
279,59,5.0,0
279,8,3.0,0
280,66,5.0,0
281,290,4.0,0
281,291,2.0,0
282,47,5.0,0
11,191,3.0,0
283,27,1.0,0
284,8,5.0,0
284,292,5.0,0
285,114,5.0,0
11,293,5.0,0
11,165,5.0,0
286,1,3.0,0
287,142,3.0,0
288,1,5.0,0
277,57,5.0,0
78,1,5.0,0
78,294,5.0,0
289,109,5.0,0
289,109,5.0,0
290,295,5.0,0
142,8,5.0,0
142,46,1.0,0
142,296,5.0,0
178,255,3.0,0
280,297,3.0,0
183,2,5.0,0
291,103,5.0,0
220,298,5.0,0
220,298,5.0,0
292,299,5.0,0
293,190,5.0,0
294,300,5.0,0
46,86,5.0,0
295,184,5.0,0
296,153,5.0,0
297,301,1.0,0
297,302,5.0,0
298,303,5.0,0
297,304,4.0,0
297,109,5.0,0
299,1,1.0,0
72,14,4.0,0
72,184,3.0,0
300,237,5.0,0
130,1,5.0,0
301,85,5.0,0
301,85,5.0,0
302,289,5.0,0
303,305,5.0,0
304,306,4.0,0
305,299,5.0,0
306,307,4.0,0
307,1,5.0,0
308,263,2.0,0
308,263,2.0,0
309,308,5.0,0
310,1,5.0,0
310,217,5.0,0
311,309,5.0,0
311,310,4.0,0
312,311,5.0,0
313,143,4.0,0
314,1,4.0,0
315,312,4.0,0
60,313,3.0,0
316,314,4.0,0
218,315,5.0,0
317,48,5.0,0
318,268,2.0,0
319,73,5.0,0
320,316,3.0,0
321,317,2.0,0
322,173,5.0,0
323,197,5.0,0
324,318,5.0,0
325,319,5.0,0
325,70,5.0,0
325,320,5.0,0
326,24,4.0,0
326,281,4.0,0
326,247,4.0,0
327,321,3.0,0
327,322,5.0,0
327,46,5.0,0
327,275,5.0,0
327,46,5.0,0
327,46,5.0,0
328,31,5.0,0
328,31,5.0,0
328,323,5.0,0
328,323,5.0,0
328,65,5.0,0
328,65,5.0,0
226,324,5.0,0
329,325,1.0,0
330,326,5.0,0
17,283,4.0,0
331,327,1.0,0
332,24,5.0,0
331,5,3.0,0
333,61,5.0,0
334,188,4.0,0
317,62,4.0,0
335,46,5.0,0
336,70,3.0,0
337,48,5.0,0
338,328,5.0,0
177,1,4.0,0
339,263,5.0,0
340,329,1.0,0
70,330,4.0,0
341,331,5.0,0
43,26,3.0,0
342,332,4.0,0
343,68,5.0,0
343,293,5.0,0
344,29,5.0,0
341,333,5.0,0
345,46,4.0,0
346,294,5.0,0
141,24,5.0,0
347,138,5.0,0
347,3,5.0,0
348,24,4.0,0
349,334,3.0,0
349,42,5.0,0
350,335,5.0,0
350,336,5.0,0
351,337,5.0,0
76,338,5.0,0
352,105,5.0,0
352,339,5.0,0
352,340,5.0,0
307,341,4.0,0
353,342,3.0,0
353,343,4.0,0
353,344,4.0,0
354,105,4.0,0
355,1,5.0,0
355,1,5.0,0
110,345,4.0,0
110,93,5.0,0
142,46,5.0,0
356,15,5.0,0
356,165,5.0,0
356,346,5.0,0
356,269,5.0,0
357,347,5.0,0
110,348,2.0,0
358,349,5.0,0
358,350,3.0,0
359,351,5.0,0
360,8,5.0,0
124,27,5.0,0
124,66,5.0,0
361,352,2.0,0
361,211,5.0,0
361,63,1.0,0
362,353,2.0,0
362,353,2.0,0
363,354,5.0,0
363,56,3.0,0
78,42,3.0,0
364,355,5.0,0
365,294,3.0,0
285,1,5.0,0
366,1,2.0,0
367,356,5.0,0
367,66,5.0,0
368,357,2.0,0
368,46,5.0,0
304,278,5.0,0
369,165,5.0,0
197,48,3.0,0
370,358,5.0,0
371,24,5.0,0
372,46,3.0,0
372,24,3.0,0
372,359,1.0,0
372,46,1.0,0
372,46,5.0,0
372,360,1.0,0
372,361,1.0,0
372,362,2.0,0
372,363,1.0,0
372,364,4.0,0
372,265,1.0,0
372,365,3.0,0
372,366,1.0,0
372,367,4.0,0
373,368,5.0,0
373,368,5.0,0
373,368,5.0,0
373,368,5.0,0
373,368,5.0,0
372,369,4.0,0
372,370,4.0,0
372,371,5.0,0
372,29,5.0,0
372,46,2.0,0
372,46,5.0,0
374,8,2.0,0
375,1,4.0,0
370,358,5.0,0
376,372,4.0,0
377,61,1.0,0
378,373,5.0,0
378,27,2.0,0
378,1,1.0,0
378,29,2.0,0
378,1,5.0,0
378,374,5.0,0
19,375,4.0,0
19,6,5.0,0
379,376,4.0,0
380,377,5.0,0
381,30,5.0,0
382,6,4.0,0
383,378,5.0,0
384,379,1.0,0
385,380,1.0,0
385,381,1.0,0
385,46,1.0,0
386,11,5.0,0
387,15,4.0,0
387,382,1.0,0
64,46,4.0,0
388,237,4.0,0
62,219,4.0,0
370,358,5.0,0
370,383,5.0,0
389,384,4.0,0
390,66,5.0,0
391,385,5.0,0
392,386,5.0,0
32,387,4.0,0
393,388,4.0,0
218,1,5.0,0
393,389,4.0,0
394,390,5.0,0
393,342,4.0,0
394,391,2.0,0
394,297,1.0,0
395,392,5.0,0
394,393,5.0,0
396,130,5.0,0
397,326,5.0,0
398,2,5.0,0
217,1,5.0,0
217,28,5.0,0
399,394,5.0,0
399,1,5.0,0
400,1,5.0,0
401,395,4.0,0
401,395,4.0,0
401,395,4.0,0
401,395,4.0,0
401,395,4.0,0
401,395,4.0,0
402,346,5.0,0
402,396,5.0,0
403,153,5.0,0
404,397,4.0,0
405,14,3.0,0
406,51,4.0,0
406,398,5.0,0
407,138,5.0,0
407,399,3.0,0
407,46,4.0,0
407,61,4.0,0
407,400,4.0,0
407,401,4.0,0
407,46,4.0,0
408,24,3.0,0
350,402,5.0,0
407,16,5.0,0
407,403,5.0,0
409,404,5.0,0
410,405,5.0,0
351,406,5.0,0
411,36,5.0,0
411,1,5.0,0
411,47,2.0,0
411,24,1.0,0
412,6,5.0,0
413,8,5.0,0
414,29,1.0,0
415,1,5.0,0
217,155,5.0,0
416,355,4.0,0
416,138,3.0,0
108,346,5.0,0
417,407,5.0,0
352,8,4.0,0
417,1,5.0,0
417,408,2.0,0
417,67,4.0,0
417,237,5.0,0
418,409,5.0,0
409,410,5.0,0
370,8,5.0,0
419,348,5.0,0
420,238,5.0,0
421,237,5.0,0
421,411,5.0,0
421,8,5.0,0
422,211,2.0,0
422,412,5.0,0
423,413,5.0,0
422,63,3.0,0
424,2,1.0,0
371,79,4.0,0
425,414,4.0,0
426,415,1.0,0
426,416,1.0,0
427,29,4.0,0
428,417,2.0,0
427,418,3.0,0
429,211,5.0,0
430,419,5.0,0
276,420,5.0,0
276,82,3.0,0
276,421,5.0,0
164,422,5.0,0
431,42,5.0,0
431,282,3.0,0
415,423,3.0,0
432,8,5.0,0
433,424,5.0,0
434,188,4.0,0
435,1,5.0,0
435,1,5.0,0
436,66,4.0,0
437,4,5.0,0
438,425,4.0,0
438,426,5.0,0
439,140,3.0,0
439,8,5.0,0
440,228,5.0,0
441,2,5.0,0
442,427,4.0,0
443,428,2.0,0
444,429,5.0,0
445,29,5.0,0
446,45,3.0,0
447,88,5.0,0
448,430,4.0,0
449,153,3.0,0
449,412,3.0,0
449,431,3.0,0
449,432,3.0,0
370,358,5.0,0
450,46,5.0,0
450,182,5.0,0
299,27,5.0,0
451,40,3.0,0
452,281,5.0,0
453,6,5.0,0
454,89,1.0,0
455,294,5.0,0
456,330,4.0,0
350,433,5.0,0
350,293,5.0,0
274,24,5.0,0
274,24,5.0,0
457,28,2.0,0
458,323,5.0,0
458,323,5.0,0
459,188,5.0,0
460,42,5.0,0
461,434,5.0,0
461,435,5.0,0
462,436,5.0,0
462,46,5.0,0
463,24,1.0,0
464,437,4.0,0
465,438,5.0,0
466,439,5.0,0
467,419,3.0,0
468,8,4.0,0
102,8,1.0,0
424,171,4.0,0
469,15,4.0,0
469,440,5.0,0
469,441,5.0,0
469,442,4.0,0
469,63,5.0,0
469,443,5.0,0
469,173,5.0,0
470,444,4.0,0
471,46,5.0,0
471,46,5.0,0
471,154,5.0,0
472,188,3.0,0
473,445,5.0,0
473,446,3.0,0
474,42,5.0,0
475,2,5.0,0
476,447,5.0,0
416,138,4.0,0
392,260,4.0,0
392,448,5.0,0
477,331,5.0,0
477,331,5.0,0
477,449,5.0,0
477,449,5.0,0
478,221,5.0,0
479,450,4.0,0
478,451,4.0,0
480,15,5.0,0
481,452,4.0,0
482,453,5.0,0
483,454,5.0,0
484,1,5.0,0
485,15,3.0,0
486,24,2.0,0
486,455,5.0,0
486,237,5.0,0
486,61,4.0,0
486,27,4.0,0
257,456,2.0,0
110,457,5.0,0
370,237,5.0,0
441,165,5.0,0
441,170,2.0,0
205,458,4.0,0
364,16,5.0,0
317,237,5.0,0
487,459,5.0,0
488,460,2.0,0
489,263,5.0,0
490,461,2.0,0
491,29,5.0,0
491,462,2.0,0
492,463,3.0,0
492,24,4.0,0
492,1,4.0,0
492,294,4.0,0
258,464,5.0,0
258,465,4.0,0
258,1,4.0,0
71,4,5.0,0
487,1,5.0,0
493,8,1.0,0
107,466,5.0,0
107,467,5.0,0
107,29,5.0,0
107,468,5.0,0
107,450,5.0,0
107,1,5.0,0
107,469,5.0,0
494,470,5.0,0
494,1,5.0,0
494,1,5.0,0
494,42,5.0,0
494,471,5.0,0
494,472,5.0,0
494,473,5.0,0
494,46,5.0,0
494,47,5.0,0
494,338,5.0,0
494,86,5.0,0
494,15,5.0,0
494,10,5.0,0
494,1,5.0,0
494,1,5.0,0
494,306,5.0,0
494,474,5.0,0
494,339,5.0,0
494,475,5.0,0
494,453,5.0,0
495,1,5.0,0
496,476,5.0,0
497,46,5.0,0
498,477,3.0,0
488,420,4.0,0
499,8,4.0,0
500,100,2.0,0
501,457,4.0,0
502,28,5.0,0
37,188,1.0,0
503,29,4.0,0
5,92,3.0,0
503,188,5.0,0
504,52,5.0,0
505,27,4.0,0
506,382,3.0,0
507,478,4.0,0
507,479,5.0,0
508,402,5.0,0
508,412,5.0,0
509,46,1.0,0
510,103,5.0,0
511,29,5.0,0
512,6,5.0,0
513,480,5.0,0
233,1,5.0,0
514,481,5.0,0
515,482,5.0,0
516,483,4.0,0
517,61,4.0,0
518,484,5.0,0
518,485,4.0,0
518,486,5.0,0
519,487,5.0,0
519,1,5.0,0
520,212,5.0,0
521,488,5.0,0
522,489,5.0,0
523,490,5.0,0
524,491,5.0,0
525,492,2.0,0
233,237,1.0,0
48,493,5.0,0
48,493,5.0,0
48,494,5.0,0
48,494,5.0,0
526,132,4.0,0
527,191,5.0,0
370,495,5.0,0
370,69,5.0,0
370,320,5.0,0
528,496,1.0,0
466,8,5.0,0
529,497,5.0,0
529,498,4.0,0
530,31,4.0,0
531,8,5.0,0
39,403,4.0,0
39,403,4.0,0
532,29,3.0,0
276,15,5.0,0
276,499,5.0,0
533,153,5.0,0
81,1,4.0,0
534,500,1.0,0
535,24,1.0,0
536,501,1.0,0
537,8,5.0,0
538,502,3.0,0
539,503,5.0,0
540,1,5.0,0
259,74,2.0,0
541,504,5.0,0
542,8,1.0,0
184,505,3.0,0
543,24,3.0,0
544,327,4.0,0
520,312,5.0,0
545,42,5.0,0
546,122,5.0,0
547,506,1.0,0
548,15,5.0,0
549,109,3.0,0
550,507,2.0,0
550,155,2.0,0
276,508,3.0,0
276,409,3.0,0
551,6,5.0,0
551,509,5.0,0
551,105,5.0,0
552,510,2.0,0
553,335,4.0,0
554,173,5.0,0
555,511,5.0,0
539,237,3.0,0
556,72,5.0,0
557,512,4.0,0
558,46,3.0,0
141,199,5.0,0
141,1,5.0,0
141,107,5.0,0
141,364,5.0,0
141,513,5.0,0
141,15,5.0,0
141,29,5.0,0
141,24,5.0,0
141,66,5.0,0
141,24,5.0,0
141,514,5.0,0
141,515,5.0,0
370,516,5.0,0
69,66,3.0,0
559,29,5.0,0
560,46,5.0,0
290,129,5.0,0
533,517,5.0,0
439,27,4.0,0
439,518,5.0,0
561,21,5.0,0
562,519,2.0,0
563,520,5.0,0
564,521,5.0,0
564,522,5.0,0
565,466,4.0,0
566,341,5.0,0
566,237,5.0,0
566,523,4.0,0
566,524,5.0,0
566,276,5.0,0
567,1,1.0,0
568,65,5.0,0
567,525,1.0,0
563,243,5.0,0
228,1,4.0,0
567,8,1.0,0
331,526,5.0,0
569,527,5.0,0
117,528,5.0,0
570,46,5.0,0
570,46,5.0,0
571,529,5.0,0
370,237,5.0,0
572,530,5.0,0
304,531,2.0,0
573,173,5.0,0
436,8,2.0,0
436,46,3.0,0
574,113,5.0,0
574,29,5.0,0
575,209,4.0,0
574,532,5.0,0
254,29,5.0,0
254,67,5.0,0
254,533,5.0,0
576,232,3.0,0
576,263,4.0,0
577,534,1.0,0
577,31,5.0,0
578,412,3.0,0
579,176,2.0,0
580,98,5.0,0
551,254,3.0,0
581,85,5.0,0
400,535,1.0,0
582,536,5.0,0
400,153,1.0,0
400,24,5.0,0
400,537,5.0,0
400,29,5.0,0
583,188,5.0,0
584,9,4.0,0
218,63,5.0,0
585,266,5.0,0
586,207,5.0,0
586,1,5.0,0
586,352,5.0,0
586,418,5.0,0
586,1,5.0,0
586,538,5.0,0
586,539,2.0,0
586,1,3.0,0
586,24,5.0,0
586,24,4.0,0
587,29,4.0,0
588,255,4.0,0
588,540,5.0,0
588,177,5.0,0
589,541,3.0,0
590,24,2.0,0
591,542,3.0,0
592,109,5.0,0
593,1,5.0,0
486,543,5.0,0
258,15,5.0,0
545,211,5.0,0
308,291,4.0,0
308,291,4.0,0
61,29,4.0,0
594,1,4.0,0
516,544,5.0,0
310,1,5.0,0
310,545,5.0,0
310,546,5.0,0
310,1,4.0,0
595,457,5.0,0
596,547,5.0,0
2,8,5.0,0
597,416,5.0,0
598,548,5.0,0
599,549,5.0,0
598,165,3.0,0
600,550,4.0,0
601,551,3.0,0
602,1,3.0,0
603,339,5.0,0
604,129,5.0,0
605,237,5.0,0
605,342,5.0,0
606,1,3.0,0
72,220,4.0,0
72,405,5.0,0
117,528,5.0,0
83,552,4.0,0
607,553,5.0,0
607,554,4.0,0
608,555,5.0,0
609,15,5.0,0
599,556,5.0,0
610,557,5.0,0
610,24,2.0,0
610,181,5.0,0
16,237,4.0,0
16,558,4.0,0
351,559,1.0,0
611,1,3.0,0
17,8,3.0,0
290,560,5.0,0
612,294,5.0,0
613,189,5.0,0
614,109,4.0,0
615,561,5.0,0
616,116,5.0,0
617,562,5.0,0
612,1,5.0,0
218,563,5.0,0
618,24,5.0,0
618,24,5.0,0
619,564,4.0,0
351,565,5.0,0
620,566,5.0,0
620,47,5.0,0
516,517,5.0,0
516,8,4.0,0
621,256,1.0,0
622,104,4.0,0
623,8,5.0,0
586,294,5.0,0
201,138,5.0,0
624,567,5.0,0
4,79,5.0,0
516,29,4.0,0
625,1,5.0,0
625,339,5.0,0
626,188,5.0,0
627,568,5.0,0
628,103,5.0,0
628,190,5.0,0
628,1,3.0,0
628,569,5.0,0
629,403,3.0,0
630,570,5.0,0
603,2,5.0,0
631,571,4.0,0
631,8,5.0,0
632,330,5.0,0
633,86,5.0,0
633,237,1.0,0
634,572,5.0,0
635,573,5.0,0
528,574,5.0,0
528,439,5.0,0
636,575,4.0,0
636,576,5.0,0
636,46,4.0,0
636,575,4.0,0
351,15,5.0,0
351,15,5.0,0
637,555,4.0,0
638,345,5.0,0
638,339,2.0,0
639,15,5.0,0
640,42,2.0,0
424,188,5.0,0
641,577,5.0,0
642,578,5.0,0
642,61,5.0,0
642,46,5.0,0
642,24,5.0,0
596,28,5.0,0
362,579,4.0,0
362,579,4.0,0
643,83,5.0,0
644,29,5.0,0
644,15,5.0,0
645,580,1.0,0
644,581,5.0,0
646,29,5.0,0
647,582,4.0,0
648,583,3.0,0
649,15,4.0,0
317,415,4.0,0
650,1,4.0,0
644,62,5.0,0
644,580,5.0,0
644,584,5.0,0
644,585,5.0,0
269,586,5.0,0
241,1,5.0,0
651,587,5.0,0
652,26,2.0,0
255,165,4.0,0
653,2,4.0,0
654,61,5.0,0
408,588,5.0,0
655,375,5.0,0
72,1,3.0,0
656,14,5.0,0
657,589,5.0,0
657,105,1.0,0
658,590,3.0,0
659,591,3.0,0
660,466,5.0,0
660,24,2.0,0
661,185,3.0,0
662,46,4.0,0
663,592,5.0,0
663,23,5.0,0
508,548,5.0,0
508,147,5.0,0
508,89,5.0,0
508,1,5.0,0
508,64,5.0,0
664,593,5.0,0
664,593,5.0,0
664,593,5.0,0
664,593,5.0,0
665,458,5.0,0
664,594,5.0,0
664,594,5.0,0
664,594,5.0,0
664,594,5.0,0
666,283,2.0,0
667,8,5.0,0
668,24,4.0,0
669,595,5.0,0
650,1,3.0,0
670,27,4.0,0
650,596,2.0,0
671,597,3.0,0
672,598,2.0,0
673,274,3.0,0
673,336,3.0,0
673,555,5.0,0
674,599,5.0,0
492,24,3.0,0
230,600,5.0,0
230,601,5.0,0
230,46,5.0,0
230,235,5.0,0
675,450,5.0,0
675,173,5.0,0
676,72,1.0,0
676,330,5.0,0
676,602,1.0,0
292,225,4.0,0
466,452,3.0,0
466,420,4.0,0
677,123,5.0,0
677,8,5.0,0
678,603,5.0,0
458,604,5.0,0
458,604,5.0,0
679,216,5.0,0
680,605,4.0,0
680,605,4.0,0
680,173,4.0,0
680,173,4.0,0
680,15,4.0,0
680,15,4.0,0
680,24,4.0,0
680,24,4.0,0
680,606,4.0,0
680,606,4.0,0
680,410,4.0,0
680,410,4.0,0
680,237,4.0,0
680,237,4.0,0
681,607,4.0,0
681,608,4.0,0
346,168,5.0,0
117,15,5.0,0
682,1,3.0,0
129,273,1.0,0
682,483,3.0,0
682,24,2.0,0
683,192,5.0,0
55,460,2.0,0
684,1,3.0,0
685,429,5.0,0
319,397,5.0,0
686,46,1.0,0
687,609,4.0,0
688,610,3.0,0
688,15,2.0,0
689,428,5.0,0
689,8,4.0,0
499,611,4.0,0
690,1,5.0,0
253,612,5.0,0
253,165,5.0,0
691,613,1.0,0
692,15,5.0,0
693,614,5.0,0
